"Date","Open","High","Low","Close","Change","Change%","Volume('000 shares)"
"2015/07/13","111","111.5","103.5","105.5","-2.5","-2.31","6057.332"
"2015/07/09","101","109","95","108","5.5","5.37","8941.897"
"2015/07/08","110","112","102.5","102.5","-11","-9.69","7498.256"
"2015/07/07","122","122.5","110","113.5","-6.5","-5.42","7822.643"
"2015/07/06","125","129.5","120","120","-5","-4.00","5681.282"
"2015/07/03","120","128","120","125","6.5","5.49","9100.348"
"2015/07/02","116.5","119","114","118.5","2.5","2.16","3524.099"
"2015/07/01","114.5","120","113","116","3.5","3.11","8537.419"
"2015/06/30","104","112.5","104","112.5","7.5","7.14","6549.219"
"2015/06/29","106","107","103","105","-7","-6.25","3795.089"
"2015/06/26","115","116.5","111","112","-3","-2.61","2487.503"
"2015/06/25","116.5","119","113","115","-1","-0.86","4784.534"
"2015/06/24","110","116","108","116","6.5","5.94","4906.77"
"2015/06/23","114","115","107.5","109.5","-3.5","-3.10","6824.278"
"2015/06/22","113.5","116","109","113","3","2.73","10851.143"
"2015/06/18","102","110","101.5","110","10","10.00","10919.558"
"2015/06/17","96.7","101.5","96.7","100","3.4000000000000057","3.52","6105.607"
"2015/06/16","98","98.5","96.4","96.6","-0.9000000000000057","-0.92","3133.461"
"2015/06/15","96","98.7","94.6","97.5","2.5","2.63","4087.788"
"2015/06/12","95.4","98.7","94.8","95","-0.7999999999999972","-0.84","7344.557"
"2015/06/11","92","97.3","90.7","95.8","6.299999999999997","7.04","7675.784"
"2015/06/10","89.8","91.3","87.6","89.5","2.700000000000003","3.11","5241.414"
"2015/06/09","94","95.9","86","86.8","-7.1000000000000085","-7.56","8008.71"
"2015/06/08","94.8","95.4","91.7","93.9","-0.8999999999999915","-0.95","3739.351"
"2015/06/05","92","94.9","90.1","94.8","3.3999999999999915","3.72","5893.888"
"2015/06/04","99.8","101","90.4","91.4","-8.399999999999991","-8.42","8502.136"
"2015/06/03","108","108","99.1","99.8","-1.7000000000000028","-1.67","8887.107"
"2015/06/02","96","103","95.8","101.5","6.099999999999994","6.39","7608.897"
"2015/06/01","96.5","97","91.6","95.4","-1","-1.04","3529.982"
"2015/05/29","98","98.3","96.1","96.4","-0.5999999999999943","-0.62","2953.52"
"2015/05/28","95.6","98.3","95.3","97","2.200000000000003","2.32","4885.317"
"2015/05/27","94","95.6","92.7","94.8","1.3999999999999915","1.50","4643.456"
"2015/05/26","94","95.6","92.7","93.4","-0.09999999999999432","-0.11","5422.179"
"2015/05/25","88.9","93.5","87.2","93.5","4.599999999999994","5.17","6463.186"
"2015/05/22","85.5","90.4","85.5","88.9","3.9000000000000057","4.59","6619.906"
"2015/05/21","86.3","88.2","84.7","85","-1.2999999999999972","-1.51","4147.022"
"2015/05/20","85.6","87.9","85.1","86.3","1.5999999999999943","1.89","7737.031"
"2015/05/19","79.3","84.7","79.3","84.7","5.5","6.94","7131.966"
"2015/05/18","78.1","79.5","77","79.2","1.4000000000000057","1.80","2116.872"
"2015/05/15","79.9","81.5","77.8","77.8","-0.7000000000000028","-0.89","6242.103"
"2015/05/14","77.7","78.5","77.1","78.5","0.7999999999999972","1.03","1438.972"
"2015/05/13","76.5","79.2","76.3","77.7","1.2000000000000028","1.57","4300.106"
"2015/05/12","77.2","77.7","75","76.5","-0.09999999999999432","-0.13","2151.048"
"2015/05/11","78.9","78.9","74.8","76.6","-0.9000000000000057","-1.16","2566.46"
"2015/05/08","78.2","79.4","75.8","77.5","0.4000000000000057","0.52","3761.099"
"2015/05/07","77.7","79.2","76.6","77.1","-0.7000000000000028","-0.90","4654.118"
"2015/05/06","76.5","77.9","74.8","77.8","2.5","3.32","4693.813"
"2015/05/05","74.7","77.1","74.7","75.3","1.3999999999999915","1.89","5897.863"
"2015/05/04","73.4","75.6","72.6","73.9","1.6000000000000085","2.21","4879.284"
"2015/04/30","70","72.3","69.6","72.3","2.5","3.58","1739.373"
"2015/04/29","71.8","71.8","69.3","69.8","-2","-2.79","1776.024"
"2015/04/28","72.2","72.3","70.6","71.8","-0.20000000000000284","-0.28","1338.349"
"2015/04/27","71.1","72.5","70.7","72","1","1.41","1322.13"
"2015/04/24","73.3","73.3","70.7","71","-1.5","-2.07","2225.388"
"2015/04/23","73.5","73.9","72","72.5","-0.20000000000000284","-0.28","2532.529"
"2015/04/22","71.9","73","71","72.7","2.299999999999997","3.27","2933.606"
"2015/04/21","72.8","74.1","69.3","70.4","-1.1999999999999886","-1.68","5673.18"
"2015/04/20","72.6","74.4","71.6","71.6","-0.8000000000000114","-1.10","4507.687"
"2015/04/17","72.3","74.8","71.9","72.4","0.8000000000000114","1.12","9175.626"
"2015/04/16","67.3","71.6","67.1","71.6","4.599999999999994","6.87","8395.549"
"2015/04/15","68","68.5","67","67","-1","-1.47","1181.108"
"2015/04/14","67.7","69.2","67.2","68","1.4000000000000057","2.10","4124.304"
"2015/04/13","65","67.2","64.4","66.6","1.5999999999999943","2.46","1658.393"
"2015/04/10","64.3","66.4","64.3","65","1.1000000000000014","1.72","2958.92"
"2015/04/09","65.8","66.5","63.7","63.9","-1.8999999999999986","-2.89","2802.601"
"2015/04/08","67.9","68.1","65.8","65.8","-1.4000000000000057","-2.08","1757.843"
"2015/04/07","67","68.1","65.6","67.2","-0.20000000000000284","-0.30","2336.812"
"2015/04/02","69.4","69.4","66","67.4","-2","-2.88","3350"
"2015/04/01","68.8","69.5","68.1","69.4","0","0.00","1541.5"
"2015/03/31","68.3","69.7","67.2","69.4","1.4000000000000057","2.06","1832.679"
"2015/03/30","71","71.1","66.5","68","-2.299999999999997","-3.27","1916.6"
"2015/03/27","71.8","71.8","69.2","70.3","-1.5","-2.09","2939.138"
"2015/03/26","69","71.8","69","71.8","0","0.00","3590.621"
"2015/03/25","75.1","75.2","71","71.8","-3.9000000000000057","-5.15","4775.278"
"2015/03/24","74.6","75.9","74","75.7","2.1000000000000085","2.85","3606.912"
"2015/03/23","76","76.4","73.1","73.6","-0.8000000000000114","-1.08","4346.101"
"2015/03/20","73","75.4","72.5","74.4","2.4000000000000057","3.33","7478.538"
"2015/03/19","68.3","72","67.7","72","4.700000000000003","6.98","5815.076"
"2015/03/18","66.8","68.2","66.5","67.3","0.5","0.75","1241"
"2015/03/17","67.5","67.7","66.3","66.8","-0.4000000000000057","-0.60","1631.201"
"2015/03/16","68","68.7","67.2","67.2","-0.09999999999999432","-0.15","1425.225"
"2015/03/13","67.2","68.4","66.7","67.3","0.29999999999999716","0.45","1258.075"
"2015/03/12","67.2","67.6","66.4","67","-0.20000000000000284","-0.30","1856.112"
"2015/03/11","67","68","66.6","67.2","-0.29999999999999716","-0.44","1923.944"
"2015/03/10","68.5","70.7","67.2","67.5","-0.7000000000000028","-1.03","5849.68"
"2015/03/09","67.2","68.5","66.3","68.2","0.9000000000000057","1.34","2206.445"
"2015/03/06","67.5","69.2","67.3","67.3","0.3999999999999915","0.60","4365.12"
"2015/03/05","65.1","67.5","65.1","66.9","2.4000000000000057","3.72","4488.461"
"2015/03/04","65","65.5","63.7","64.5","-2","-3.01","4971.773"
"2015/03/03","67.1","68.5","66.3","66.5","0","0.00","5127.324"
"2015/03/02","67","67.5","66","66.5","-0.5","-0.75","4348.151"
"2015/02/26","63.5","67.3","63.2","67","4.100000000000001","6.52","12717.482"
"2015/02/25","59.1","62.9","59","62.9","4.100000000000001","6.97","7307.267"
"2015/02/24","58.9","59.6","58.3","58.8","0.5999999999999943","1.03","1916.26"
"2015/02/13","57.3","58.3","56.7","58.2","1","1.75","937.2"
"2015/02/12","57.2","57.4","56.1","57.2","0","0.00","864.001"
"2015/02/11","57.7","58","56.8","57.2","-0.5","-0.87","1146.309"
"2015/02/10","58.1","58.4","57.7","57.7","-0.3999999999999986","-0.69","444"
"2015/02/09","58.5","58.9","57.9","58.1","0","0.00","645.522"
"2015/02/06","58","58.7","57.6","58.1","0.10000000000000142","0.17","1182.334"
"2015/02/05","58.3","58.5","56.9","58","0","0.00","913.204"
"2015/02/04","59.7","59.8","57.9","58","0.29999999999999716","0.52","2573.26"
"2015/02/03","57.8","59.1","57.2","57.7","0.30000000000000426","0.52","2474.651"
"2015/02/02","57.4","57.5","56.5","57.4","0.19999999999999574","0.35","511.447"
"2015/01/30","57.7","57.7","56.7","57.2","0.20000000000000284","0.35","833.101"
"2015/01/29","56.6","57.4","56.6","57","0.10000000000000142","0.18","817.131"
"2015/01/28","57.2","57.2","56.5","56.9","-0.30000000000000426","-0.52","458.246"
"2015/01/27","56.3","57.5","56.3","57.2","1.1000000000000014","1.96","1523.929"
"2015/01/26","56.6","57.1","56","56.1","-0.5","-0.88","572.648"
"2015/01/23","57.2","57.2","56.2","56.6","0","0.00","894.611"
"2015/01/22","57.3","57.7","56.5","56.6","-0.3999999999999986","-0.70","839.5"
"2015/01/21","57.3","57.9","56.5","57","0.7999999999999972","1.42","1147.964"
"2015/01/20","56","56.6","55.6","56.2","0.20000000000000284","0.36","799.05"
"2015/01/19","59.2","59.2","55.5","56","-2.299999999999997","-3.95","3629.3"
"2015/01/16","58.9","59.6","58.2","58.3","-0.30000000000000426","-0.51","1063.94"
"2015/01/15","58.9","59.3","58.4","58.6","-0.10000000000000142","-0.17","685.204"
"2015/01/14","58.8","59.6","58.2","58.7","0.10000000000000142","0.17","980.104"
"2015/01/13","59","59","58.2","58.6","-0.29999999999999716","-0.51","1183.262"
"2015/01/12","59","59.9","58.6","58.9","-0.10000000000000142","-0.17","1186.099"
"2015/01/09","59","59.5","58.4","59","0.29999999999999716","0.51","1417.1"
"2015/01/08","59.8","60","57.8","58.7","0.5","0.86","4073.559"
"2015/01/07","60","61.1","58.2","58.2","-1.7999999999999972","-3.00","4732.862"
"2015/01/06","59.4","61.2","59","60","0.10000000000000142","0.17","5334.546"
"2015/01/05","56.9","59.9","56.5","59.9","3.6000000000000014","6.39","6539.92"
"2014/12/31","57","57","56.1","56.3","-0.7000000000000028","-1.23","1276.56"
"2014/12/30","58.2","58.3","56.6","57","-0.6000000000000014","-1.04","1222.5"
"2014/12/29","58.6","58.8","57.2","57.6","-0.29999999999999716","-0.52","1772.209"
"2014/12/27","57.3","58.3","57.1","57.9","0.6999999999999957","1.22","1734.274"
"2014/12/26","58","58","56.9","57.2","0","0.00","1352.5"
"2014/12/25","57.5","58.8","56.7","57.2","-0.09999999999999432","-0.17","3186.362"
"2014/12/24","54.2","58.2","54.2","57.3","2.5999999999999943","4.75","5088.824"
"2014/12/23","55","55.8","54.3","54.7","0.20000000000000284","0.37","1651.137"
"2014/12/22","53.2","54.5","52.9","54.5","1.7000000000000028","3.22","1938.4"
"2014/12/19","54.4","54.9","52.1","52.8","-0.5","-0.94","2398.583"
"2014/12/18","54.5","55","53.3","53.3","-0.10000000000000142","-0.19","1895.292"
"2014/12/17","54.6","54.9","52.8","53.4","-1.2000000000000028","-2.20","2009"
"2014/12/16","55","56.3","54.6","54.6","-0.7999999999999972","-1.44","1587.28"
"2014/12/15","54","55.4","53.4","55.4","1","1.84","1363.667"
"2014/12/12","54.9","55","53.9","54.4","0.19999999999999574","0.37","1274.655"
"2014/12/11","53.1","54.8","53.1","54.2","0.7000000000000028","1.31","1494.316"
"2014/12/10","54.3","55","52.8","53.5","-0.7999999999999972","-1.47","1744.136"
"2014/12/09","53","55","53","54.3","0.09999999999999432","0.18","1677.709"
"2014/12/08","56","56.3","53.2","54.2","-2.0999999999999943","-3.73","4514.687"
"2014/12/05","56.8","56.9","55.2","56.3","-0.7000000000000028","-1.23","2165.336"
"2014/12/04","56.8","57.5","56.1","57","0","0.00","2539.81"
"2014/12/03","54.6","57.5","54.6","57","-1.7000000000000028","-2.90","8895.701"
"2014/12/02","58","59.2","57.5","58.7","0.9000000000000057","1.56","2843.943"
"2014/12/01","55.5","58.9","55.5","57.8","0.5","0.87","2651.803"
"2014/11/28","58.7","58.7","56.5","57.3","-1.5","-2.55","3106.732"
"2014/11/27","58","59.3","57.6","58.8","1.6999999999999957","2.98","6100.722"
"2014/11/26","56.3","57.5","55.6","57.1","0.8999999999999986","1.60","2419.803"
"2014/11/25","55.6","57.9","55.2","56.2","0.6000000000000014","1.08","3404.208"
"2014/11/24","56.6","56.8","55.3","55.6","-1","-1.77","1828.705"
"2014/11/21","56","57.4","55.2","56.6","1.1000000000000014","1.98","4763.444"
"2014/11/20","54.4","56","54","55.5","1.7999999999999972","3.35","3647.278"
"2014/11/19","53.4","54.4","52.8","53.7","0.30000000000000426","0.56","2127.25"
"2014/11/18","55.5","55.9","51.5","53.4","-1.8999999999999986","-3.44","5146.696"
"2014/11/17","56.5","56.5","54.6","55.3","-0.6000000000000014","-1.07","3721.122"
"2014/11/14","54.8","56.3","54.4","55.9","1.1000000000000014","2.01","4512.626"
"2014/11/13","54.4","54.8","53.2","54.8","0.3999999999999986","0.74","2774.335"
"2014/11/12","54.9","54.9","54","54.4","0","0.00","2360.215"
"2014/11/11","52","55.2","52","54.4","1.7999999999999972","3.42","5247.933"
"2014/11/10","54","54","52.5","52.6","-0.7999999999999972","-1.50","1861.979"
"2014/11/07","52.3","53.6","52.3","53.4","1.1999999999999957","2.30","2572.822"
"2014/11/06","55","55","52","52.2","-2.799999999999997","-5.09","4141.436"
"2014/11/05","56","56.2","54.3","55","-1","-1.79","5222.177"
"2014/11/04","55.3","56.9","55.3","56","2","3.70","8252.917"
"2014/11/03","52.5","54.1","51.6","54","2.200000000000003","4.25","5914.874"
"2014/10/31","51.9","52.2","50.9","51.8","0.8999999999999986","1.77","2726.605"
"2014/10/30","51","52.4","50.3","50.9","0","0.00","4149.197"
"2014/10/29","49","51.4","48.7","50.9","2.6000000000000014","5.38","4789.59"
"2014/10/28","46.9","48.7","46.1","48.3","1.3999999999999986","2.99","4455.209"
"2014/10/27","51","51.2","46.9","46.9","-3.5","-6.94","5793.053"
"2014/10/24","51.2","51.5","49.8","50.4","-0.10000000000000142","-0.20","3711.495"
"2014/10/23","50.6","51.5","50.1","50.5","-0.5","-0.98","2909.572"
"2014/10/22","49.9","52","49.15","51","2.3999999999999986","4.94","7617.687"
"2014/10/21","49.4","49.5","48.1","48.6","-0.29999999999999716","-0.61","1674"
"2014/10/20","49.5","49.5","48.2","48.9","0.8999999999999986","1.87","1365.78"
"2014/10/17","50.6","51.1","48","48","-2","-4.00","3384.868"
"2014/10/16","46.7","50.5","44.6","50","2.6499999999999986","5.60","5853.211"
"2014/10/15","49.9","49.9","47.2","47.35","-2.1499999999999986","-4.34","3286.434"
"2014/10/14","48.6","49.5","48.2","49.5","0.7999999999999972","1.64","1848.274"
"2014/10/13","47.6","49.5","47.6","48.7","-0.5","-1.02","3894.467"
"2014/10/09","49.2","50.1","47.8","49.2","0.5500000000000043","1.13","3427.301"
"2014/10/08","49.7","50.7","47.8","48.65","-1.3000000000000043","-2.60","4729.788"
"2014/10/07","53.5","53.5","49.95","49.95","-3.75","-6.98","8621.461"
"2014/10/06","53.5","54.3","52.9","53.7","0.6000000000000014","1.13","3252.441"
"2014/10/03","53","54.1","52.6","53.1","-1.3999999999999986","-2.57","5091.661"
"2014/10/02","53.9","55.6","53.8","54.5","0.10000000000000142","0.18","6333.024"
"2014/10/01","52.2","55.1","51.7","54.4","2.5","4.82","4493.14"
"2014/09/30","52.3","52.4","50.6","51.9","0.10000000000000142","0.19","2468.957"
"2014/09/29","51.5","52.4","51.3","51.8","0.8999999999999986","1.77","2962.073"
"2014/09/26","50","51.2","49.3","50.9","0.6000000000000014","1.19","2916.308"
"2014/09/25","51.5","52.2","49.2","50.3","-0.4000000000000057","-0.79","4970.01"
"2014/09/24","50.5","51.1","49.75","50.7","1.1000000000000014","2.22","3574.439"
"2014/09/23","48.75","50.9","48.3","49.6","0.8999999999999986","1.85","4982.924"
"2014/09/22","47.8","49.2","47.75","48.7","0.9000000000000057","1.88","2860.233"
"2014/09/19","48.35","48.45","47.6","47.8","-0.15000000000000568","-0.31","1534.209"
"2014/09/18","47","48.25","47","47.95","0.45000000000000284","0.95","1727.818"
"2014/09/17","47.6","49.1","47.15","47.5","0.45000000000000284","0.96","3677.231"
"2014/09/16","47.55","47.9","47","47.05","-0.5","-1.05","3084.305"
"2014/09/15","44.7","47.55","44.7","47.55","3.0999999999999943","6.97","5441.987"
"2014/09/12","45.2","45.5","43.8","44.45","-0.75","-1.66","1854.574"
"2014/09/11","46.2","46.9","45.2","45.2","-0.7999999999999972","-1.74","2007.3"
"2014/09/10","46.25","46.5","45.25","46","-0.25","-0.54","2019.101"
"2014/09/09","45.5","46.7","44.7","46.25","1.5","3.35","3262.13"
"2014/09/05","45.3","45.65","44.3","44.75","-0.5499999999999972","-1.21","1741.266"
"2014/09/04","42.7","45.45","42.5","45.3","2.799999999999997","6.59","5357.208"
"2014/09/03","43.55","43.55","41.5","42.5","-1.2000000000000028","-2.75","1821.609"
"2014/09/02","43.8","44.6","43.5","43.7","0.25","0.58","1886.451"
"2014/09/01","42.8","44.3","42.5","43.45","1.5500000000000043","3.70","2541.105"
"2014/08/29","41.2","42.4","41.1","41.9","0.8999999999999986","2.20","1319.759"
"2014/08/28","41.9","41.9","40.9","41","-0.20000000000000284","-0.49","741.5"
"2014/08/27","40.3","42","40.3","41.2","1.2000000000000028","3.00","1541.136"
"2014/08/26","39.05","40.35","39","40","1","2.56","1334.168"
"2014/08/25","39.5","39.6","38.3","39","-0.14999999999999858","-0.38","465"
"2014/08/22","39.3","39.3","38.55","39.15","0.5499999999999972","1.42","426.261"
"2014/08/21","38.3","38.65","37.7","38.6","0.25","0.65","437.445"
"2014/08/20","39.5","39.6","38.2","38.35","-0.6999999999999957","-1.79","585.137"
"2014/08/19","38.4","40","38.35","39.05","1.25","3.31","1277.285"
"2014/08/18","38.45","38.45","37.35","37.8","0.04999999999999716","0.13","473.09"
"2014/08/15","38.05","38.4","37.6","37.75","-0.3999999999999986","-1.05","410"
"2014/08/14","38.4","38.9","38.05","38.15","-0.20000000000000284","-0.52","767.497"
"2014/08/13","38","38.9","37.5","38.35","0.30000000000000426","0.79","1768.32"
"2014/08/12","35.65","38.05","35.5","38.05","2.4499999999999957","6.88","1949.481"
"2014/08/11","35.5","35.8","35.3","35.6","0.20000000000000284","0.56","624.05"
"2014/08/08","35.9","35.9","35","35.4","-0.7000000000000028","-1.94","698.115"
"2014/08/07","36.05","36.65","35.7","36.1","0.10000000000000142","0.28","787.024"
"2014/08/06","36","36.5","35.3","36","0.10000000000000142","0.28","772.05"
"2014/08/05","35.7","36.5","35.4","35.9","-0.3999999999999986","-1.10","712.099"
"2014/08/04","35.7","36.45","34.8","36.3","1.0499999999999972","2.98","958.593"
"2014/08/01","35.8","35.85","35.1","35.25","-0.7999999999999972","-2.22","655.397"
"2014/07/31","36.1","36.5","35.85","36.05","0.14999999999999858","0.42","822.999"
"2014/07/30","36.7","36.95","35.5","35.9","-1.2000000000000028","-3.23","1269.745"
"2014/07/29","38.6","38.8","36.7","37.1","-1.3999999999999986","-3.64","919.13"
"2014/07/28","39.1","39.25","38.5","38.5","-0.6000000000000014","-1.53","598.001"
"2014/07/25","39","39.6","39","39.1","0.10000000000000142","0.26","463.901"
"2014/07/24","39","39.5","38.8","39","0.3500000000000014","0.91","544.582"
"2014/07/22","39.2","39.5","38.6","38.65","-0.3500000000000014","-0.90","409.051"
"2014/07/21","39","39.65","38.65","39","-0.14999999999999858","-0.38","357.01"
"2014/07/18","38.7","39.8","38.6","39.15","0.25","0.64","578"
"2014/07/17","39","39.1","38.2","38.9","0","0.00","607.809"
"2014/07/16","37.8","39.05","37.8","38.9","1.5499999999999972","4.15","1558.539"
"2014/07/15","38.8","38.9","36.9","37.35","-1","-2.61","1537.015"
"2014/07/14","39","39.35","37.8","38.35","-0.6000000000000014","-1.54","1119.289"
"2014/07/11","41.05","41.05","38.7","38.95","-2.3999999999999986","-5.80","1829"
"2014/07/10","41.65","42.4","41.25","41.35","-0.44999999999999574","-1.08","575.358"
"2014/07/09","42.6","42.7","41.7","41.8","-0.9000000000000057","-2.11","855.146"
"2014/07/08","43.4","43.5","42.65","42.7","-0.5999999999999943","-1.39","469.973"
"2014/07/07","43.3","43.4","42.8","43.3","-0.10000000000000142","-0.23","625.209"
"2014/07/04","44.6","44.6","43.3","43.4","-0.8000000000000043","-1.81","656.37"
"2014/07/03","44.1","44.8","43.6","44.2","1.5500000000000043","3.63","1291.061"
"2014/07/02","43.9","44.05","42.35","42.65","-0.8000000000000043","-1.84","690.309"
"2014/07/01","42.3","44","42.3","43.45","1.25","2.96","1291.5"
"2014/06/30","41.8","42.6","41.8","42.2","0.20000000000000284","0.48","500.056"
"2014/06/27","43.1","43.2","42","42","-1.1000000000000014","-2.55","1089.06"
"2014/06/26","43.5","43.6","43.05","43.1","0.20000000000000284","0.47","670.19"
"2014/06/25","42.55","43.5","42.2","42.9","0.3500000000000014","0.82","999.663"
"2014/06/24","41.6","42.8","41.6","42.55","0.9499999999999957","2.28","1044.38"
"2014/06/23","43.5","44","41.6","41.6","-2.3999999999999986","-5.45","1677.37"
"2014/06/20","45.15","45.15","44","44","-1.1499999999999986","-2.55","1510.357"
"2014/06/19","46.25","46.5","45.1","45.15","-1.1000000000000014","-2.38","1515.165"
"2014/06/18","47.2","47.2","46.2","46.25","-0.3500000000000014","-0.75","785.1"
"2014/06/17","47.1","47.2","46","46.6","-0.3999999999999986","-0.85","1085.42"
"2014/06/16","48","48.2","47","47","-4.299999999999997","-8.38","3373.175"
"2014/06/13","51.3","51.6","50.8","51.3","0.09999999999999432","0.20","2322.251"
"2014/06/12","50.6","51.3","50.6","51.2","0.8000000000000043","1.59","1489.095"
"2014/06/11","50.3","50.6","50","50.4","0.19999999999999574","0.40","825.798"
"2014/06/10","50.3","50.6","49.8","50.2","0","0.00","2156.684"
"2014/06/09","49.8","50.7","49.6","50.2","0.8000000000000043","1.62","3482.08"
"2014/06/06","48.7","49.5","48.7","49.4","0.8500000000000014","1.75","2002.695"
"2014/06/05","49","49.4","48.1","48.55","-1.4500000000000028","-2.90","2442.566"
"2014/06/04","49.95","50.9","49.6","50","0.04999999999999716","0.10","1460.051"
"2014/06/03","50.8","51.5","49.75","49.95","-0.3499999999999943","-0.70","1847.312"
"2014/05/30","50.9","51","50","50.3","-0.10000000000000142","-0.20","1251.002"
"2014/05/29","49.7","51","49.45","50.4","1.1999999999999957","2.44","3199.046"
"2014/05/28","49","49.7","49","49.2","0.5","1.03","1539.472"
"2014/05/27","48.8","49.9","48.6","48.7","0.20000000000000284","0.41","3255.775"
"2014/05/26","48.3","48.5","47.3","48.5","0.7999999999999972","1.68","1696.35"
"2014/05/23","47.6","48.4","47.5","47.7","0.4000000000000057","0.85","1673.4"
"2014/05/22","47.55","47.7","46.3","47.3","0.04999999999999716","0.11","1176.288"
"2014/05/21","47.75","47.8","47.15","47.25","-0.04999999999999716","-0.11","896.3"
"2014/05/20","46.6","48","46.6","47.3","0.75","1.61","1744.523"
"2014/05/19","45.7","46.7","45.5","46.55","1.25","2.76","2131.301"
"2014/05/16","44.35","45.5","44.35","45.3","1","2.26","1476.615"
"2014/05/15","44.4","44.7","44.25","44.3","0","0.00","286.16"
"2014/05/14","44.75","44.75","43.6","44.3","0.04999999999999716","0.11","565.554"
"2014/05/13","44.6","45.7","44.2","44.25","0.14999999999999858","0.34","1244.105"
"2014/05/12","44.2","44.6","43.25","44.1","0.05000000000000426","0.11","772.257"
"2014/05/09","44.2","45.3","44.05","44.05","0","0.00","815.667"
"2014/05/08","44.1","44.55","43.75","44.05","-0.5","-1.12","739.262"
"2014/05/07","43.1","45.4","43.1","44.55","0.7999999999999972","1.83","1749.709"
"2014/05/06","44.4","44.75","43.15","43.75","-1.1499999999999986","-2.56","2235.01"
"2014/05/05","44.3","45.75","44.3","44.9","-0.3500000000000014","-0.77","1169.904"
"2014/05/02","44.45","45.35","44.45","45.25","0.7999999999999972","1.80","833.133"
"2014/04/30","45.8","45.8","44.45","44.45","-0.8499999999999943","-1.88","764.284"
"2014/04/29","45.8","45.85","44.9","45.3","0.29999999999999716","0.67","727.78"
"2014/04/28","43.9","45.4","43.9","45","-0.5","-1.10","753.264"
"2014/04/25","46.6","47.5","44.2","45.5","-1.25","-2.67","1327.1"
"2014/04/24","48.05","48.2","46.7","46.75","-1.0499999999999972","-2.20","626.228"
"2014/04/23","48.6","48.8","47.1","47.8","-0.5","-1.04","1102.4"
"2014/04/22","47.15","48.35","47.15","48.3","1.1499999999999986","2.44","1552.62"
"2014/04/21","46.9","47.5","46.6","47.15","0.19999999999999574","0.43","652.1"
"2014/04/18","47.1","47.4","46.4","46.95","0","0.00","840.744"
"2014/04/17","46.3","47.6","46.1","46.95","0.9000000000000057","1.95","1736.542"
"2014/04/16","46.45","46.55","45.5","46.05","-0.10000000000000142","-0.22","1468.148"
"2014/04/15","44.5","46.5","44.5","46.15","2.049999999999997","4.65","2035.78"
"2014/04/14","45.7","45.7","43.85","44.1","-1.6000000000000014","-3.50","1723.4"
"2014/04/11","45","45.8","44.6","45.7","-0.75","-1.61","3317.5"
"2014/04/10","49.2","49.35","46","46.45","-2.6499999999999986","-5.40","4191.883"
"2014/04/09","48.7","49.25","48.65","49.1","0.5500000000000043","1.13","1869.044"
"2014/04/08","48.8","49.65","48.3","48.55","-0.25","-0.51","2428.925"
"2014/04/07","49.8","49.8","48.55","48.8","-1.4000000000000057","-2.79","2682.5"
"2014/04/03","50.9","51.3","50","50.2","-0.8999999999999986","-1.76","2348.819"
"2014/04/02","50.9","51.4","50.5","51.1","0.8000000000000043","1.59","1974.375"
"2014/04/01","50.5","51.4","50.2","50.3","-0.7000000000000028","-1.37","2008.667"
"2014/03/31","49.8","51.3","49.6","51","1.2000000000000028","2.41","1835.906"
"2014/03/28","52.4","52.6","49.55","49.8","-2.3000000000000043","-4.41","2389.695"
"2014/03/27","51.8","53.3","51.6","52.1","0.6000000000000014","1.17","2366.757"
"2014/03/26","53","53","51.1","51.5","-0.5","-0.96","1126.169"
"2014/03/25","50.8","52.1","50.6","52","0.8999999999999986","1.76","897.202"
"2014/03/24","51","51.6","49.7","51.1","-1.5","-2.85","1561.345"
"2014/03/21","52.7","53.4","51.7","52.6","-0.10000000000000142","-0.19","1987.882"
"2014/03/20","54.2","54.2","51.2","52.7","-2.299999999999997","-4.18","5181.681"
"2014/03/19","58.9","58.9","55","55","-4.100000000000001","-6.94","7903.013"
"2014/03/18","58.8","60.7","57.7","59.1","1.3999999999999986","2.43","8975.122"
"2014/03/17","59.3","59.9","57.6","57.7","-1.1999999999999957","-2.04","3868.806"
"2014/03/14","58.1","60.7","57.1","58.9","1.1000000000000014","1.90","9318.102"
"2014/03/13","54.7","57.8","54.3","57.8","3.6999999999999957","6.84","5810.878"
"2014/03/12","53.7","54.7","53.7","54.1","0.10000000000000142","0.19","978.528"
"2014/03/11","54.6","55.6","53.8","54","0.10000000000000142","0.19","1576.732"
"2014/03/10","53.4","54.3","53.2","53.9","0","0.00","1180.837"
"2014/03/07","55.9","57.1","53.8","53.9","-1.3000000000000043","-2.36","3202.622"
"2014/03/06","56","56","54.8","55.2","-0.7999999999999972","-1.43","1579"
"2014/03/05","54","56.3","54","56","2.5","4.67","2878.029"
"2014/03/04","54","54.8","53.1","53.5","-0.5","-0.93","1572.029"
"2014/03/03","56.4","56.5","53.5","54","-2.799999999999997","-4.93","2430.933"
"2014/02/27","57.1","58.2","56.3","56.8","0.09999999999999432","0.18","2460.7"
"2014/02/26","58","58.7","56.6","56.7","-0.6999999999999957","-1.22","4263.147"
"2014/02/25","54.8","57.7","54.6","57.4","3.1000000000000014","5.71","4099.001"
"2014/02/24","55.2","55.8","54.3","54.3","-0.20000000000000284","-0.37","1144.528"
"2014/02/21","54.8","56.1","54","54.5","0.7000000000000028","1.30","2433.675"
