Date	Open	High	Low	Close	Volume('000 shares)	Date
2016/06/01	15.95	16.25	15.95	16.2	958.021	2016/6/1
2016/06/02	16.25	16.35	16.1	16.1	765.364	2016/6/2
2016/06/03	16.15	16.3	16.1	16.2	603.838	2016/6/3
2016/06/04	16.25	16.25	16	16.15	494.17	2016/6/4
2016/06/06	16.25	16.25	16.05	16.15	682.676	2016/6/6
2016/06/07	16.15	16.45	16.15	16.3	1379.55	2016/6/7
2016/06/08	16.35	16.4	16.2	16.3	1154.803	2016/6/8
2016/06/13	16.3	16.3	16	16.1	1078.35	2016/6/13
2016/06/14	16	16.2	16	16.15	498.599	2016/6/14
2016/06/15	16.15	16.2	16	16.15	795.23	2016/6/15
2016/06/16	16.2	16.25	16.05	16.05	783.184	2016/6/16
2016/06/17	16.1	16.2	16.05	16.05	1129.724	2016/6/17
2016/06/20	16.1	16.3	16.1	16.3	806.888	2016/6/20
2016/06/21	16.35	16.6	16.35	16.45	999.922	2016/6/21
2016/06/22	16.5	16.6	16.45	16.55	823.856	2016/6/22
2016/06/23	16.6	16.7	16.45	16.5	1049.604	2016/6/23
2016/06/24	16.5	16.6	16.2	16.3	1347.469	2016/6/24
2016/06/27	16.15	16.25	16	16.25	987.172	2016/6/27
2016/06/28	16.2	16.2	16.05	16.15	557	2016/6/28
2016/06/29	16.2	16.4	16.2	16.3	570.962	2016/6/29
2016/06/30	16.4	16.6	16.3	16.5	975.849	2016/6/30
2016/07/01	16.6	16.6	16.4	16.55	827.558	2016/7/1
2016/07/04	16.6	16.9	16.6	16.9	1785.969	2016/7/4
2016/07/05	16.9	16.95	16.7	16.8	483.192	2016/7/5
2016/07/06	16.65	16.7	16.5	16.6	868.798	2016/7/6
2016/07/07	16.6	16.7	16.55	16.6	526.526	2016/7/7
2016/07/11	16.75	16.75	16.5	16.55	869.965	2016/7/11
2016/07/12	16.55	16.6	16.45	16.5	779.04	2016/7/12
2016/07/13	16.6	16.8	16.55	16.8	1399.798	2016/7/13
2016/07/14	16.8	17.4	16.8	17.35	5607.934	2016/7/14
2016/07/15	17.3	17.45	17.15	17.2	1794.326	2016/7/15
2016/07/18	17.2	17.3	16.95	17	2007.049	2016/7/18
2016/07/19	17.1	17.2	17	17.2	795.303	2016/7/19
2016/07/20	17.2	17.2	17.05	17.1	737.144	2016/7/20
2016/07/21	17.15	17.35	17.1	17.2	1498.551	2016/7/21
2016/07/22	17.2	17.3	17.1	17.25	1241.083	2016/7/22
2016/07/25	17.3	17.3	17.05	17.3	1999.174	2016/7/25
2016/07/26	17.25	17.3	17.15	17.25	2541.057	2016/7/26
2016/07/27	17.3	17.45	17.2	17.3	4342.727	2016/7/27
2016/07/28	16.1	16.15	15.95	16.1	2854.925	2016/7/28
2016/07/29	16.15	16.2	16.05	16.15	1009.455	2016/7/29
2016/08/01	16.15	16.2	16.1	16.2	1112.6	2016/8/1
2016/08/02	16.15	16.25	16.1	16.25	1035.226	2016/8/2
2016/08/03	16.25	16.3	16.15	16.2	780.399	2016/8/3
2016/08/04	16.15	16.3	16.15	16.2	606.45	2016/8/4
2016/08/05	16.2	16.25	16.15	16.2	815.531	2016/8/5
2016/08/08	16.2	16.3	16.2	16.2	903.296	2016/8/8
2016/08/09	16.25	16.4	16.25	16.35	1111.003	2016/8/9
2016/08/10	16.4	16.45	16.35	16.4	806.622	2016/8/10
2016/08/11	16.45	16.45	16.25	16.35	906.95	2016/8/11
2016/08/12	16.35	16.5	16.35	16.45	797	2016/8/12
2016/08/15	16.45	16.6	16.35	16.5	1116.017	2016/8/15
2016/08/16	16.5	16.55	16.4	16.45	867.797	2016/8/16
2016/08/17	16.45	16.5	16.4	16.45	1244.706	2016/8/17
2016/08/18	16.4	16.6	16.4	16.6	961.853	2016/8/18
2016/08/19	16.6	16.75	16.55	16.6	1520.982	2016/8/19
2016/08/22	16.6	16.7	16.5	16.7	1175.729	2016/8/22
2016/08/23	16.7	16.8	16.65	16.8	786.885	2016/8/23
2016/08/24	16.85	16.9	16.8	16.85	995.461	2016/8/24
2016/08/25	16.8	16.9	16.6	16.65	1645.363	2016/8/25
2016/08/26	16.75	16.75	16.55	16.65	850.489	2016/8/26
2016/08/29	16.65	16.7	16.55	16.6	895.279	2016/8/29
2016/08/30	16.6	17.5	16.6	17.2	4724.049	2016/8/30
2016/08/31	17.15	17.3	17	17.3	1859.525	2016/8/31
2016/09/01	17.2	17.3	17.05	17.15	1151.855	2016/9/1
2016/09/02	17.2	17.3	17.15	17.25	1456.697	2016/9/2
2016/09/05	17.45	17.45	17.3	17.4	1517.034	2016/9/5
2016/09/06	17.3	17.5	17.3	17.5	1311.639	2016/9/6
2016/09/07	17.5	17.55	17.4	17.5	1885.926	2016/9/7
2016/09/08	17.55	17.8	17.45	17.75	1535.049	2016/9/8
2016/09/09	17.7	17.85	17.6	17.8	1545.701	2016/9/9
2016/09/10	17.65	17.7	17.5	17.55	1364.288	2016/9/10
2016/09/12	17.55	17.85	17.55	17.65	2023.96	2016/9/12
2016/09/13	17.8	17.8	17.5	17.65	2108.329	2016/9/13
2016/09/14	17.55	17.55	17.2	17.45	1978.551	2016/9/14
2016/09/19	17.35	17.75	17.35	17.65	1138.632	2016/9/19
2016/09/20	17.65	17.7	17.5	17.7	696.087	2016/9/20
2016/09/21	17.7	17.7	17.55	17.6	643.266	2016/9/21
2016/09/22	17.7	17.8	17.6	17.6	680.34	2016/9/22
2016/09/23	17.6	17.75	17.55	17.7	1254.493	2016/9/23
2016/09/26	17.7	17.7	17.5	17.55	601.694	2016/9/26
2016/09/29	17.6	17.7	17.55	17.6	581.068	2016/9/29
2016/09/30	17.6	17.75	17.6	17.7	930.665	2016/9/30
2016/10/03	17.7	17.85	17.7	17.75	961.557	2016/10/3
2016/10/04	17.85	17.9	17.7	17.9	1168.347	2016/10/4
2016/10/05	17.95	18.3	17.95	17.95	2411.877	2016/10/5
2016/10/06	17.85	18	17.85	17.95	913.241	2016/10/6
2016/10/07	17.9	17.9	17.75	17.75	1157.135	2016/10/7
2016/10/11	17.8	17.8	17.45	17.45	1730.324	2016/10/11
2016/10/12	17.35	17.4	16.9	17	2407.535	2016/10/12
2016/10/13	17	17.2	16.8	16.85	1311.839	2016/10/13
2016/10/14	16.8	16.9	16.5	16.65	1300.835	2016/10/14
2016/10/17	16.65	16.85	16.6	16.85	445.212	2016/10/17
2016/10/18	16.85	16.9	16.8	16.9	517.249	2016/10/18
2016/10/19	16.9	17.15	16.8	17.1	1352.276	2016/10/19
2016/10/20	17.2	17.3	17.05	17.2	820.68	2016/10/20
2016/10/21	17.35	17.35	17.15	17.2	701.263	2016/10/21
2016/10/24	17.15	17.2	17.1	17.15	708.323	2016/10/24
2016/10/25	17.1	17.25	17.05	17.2	414.605	2016/10/25
2016/10/26	17.25	17.3	17.1	17.1	1081	2016/10/26
2016/10/27	17.15	17.15	16.8	16.85	873	2016/10/27
2016/10/28	16.9	16.9	16.75	16.85	905.892	2016/10/28
2016/10/31	16.85	16.95	16.8	16.9	298.227	2016/10/31
2016/11/01	16.85	17.05	16.85	17	343.267	2016/11/1
2016/11/02	16.9	16.9	16.75	16.75	944.361	2016/11/2
2016/11/03	16.75	16.85	16.65	16.75	699.287	2016/11/3
2016/11/04	16.7	16.95	16.7	16.95	444.678	2016/11/4
2016/11/07	16.95	17.25	16.9	17.2	702.507	2016/11/7
2016/11/08	17.3	17.45	17.2	17.4	1159.732	2016/11/8
2016/11/09	17.45	17.45	16.75	16.8	1957.999	2016/11/9
2016/11/10	17.05	17.9	17.05	17.8	2981.824	2016/11/10
2016/11/11	17.9	18.25	17.7	17.7	5226.292	2016/11/11
2016/11/14	17.9	17.9	17.4	17.45	1463.792	2016/11/14
2016/11/15	17.7	18.1	17.6	17.85	1884.767	2016/11/15
2016/11/16	17.75	17.9	17.65	17.75	1063.973	2016/11/16
2016/11/17	17.7	17.75	17.65	17.65	748.233	2016/11/17
2016/11/18	17.6	17.65	17.35	17.5	1329.071	2016/11/18
2016/11/21	17.5	17.5	17.15	17.35	1502.95	2016/11/21
2016/11/22	17.3	17.35	17.1	17.3	1398.69	2016/11/22
2016/11/23	17.25	17.6	17.25	17.55	2092.171	2016/11/23
2016/11/24	17.55	17.65	17.5	17.55	1526.741	2016/11/24
2016/11/25	17.55	17.85	17.5	17.75	2151.687	2016/11/25
2016/11/28	17.85	17.9	17.75	17.8	1333.582	2016/11/28
2016/11/29	17.8	17.8	17.65	17.7	1008.69	2016/11/29
2016/11/30	17.7	17.85	17.7	17.75	1005.664	2016/11/30
2016/12/01	17.75	17.85	17.7	17.8	880.5	2016/12/1
2016/12/02	17.75	18.25	17.75	17.95	2692.437	2016/12/2
2016/12/05	17.95	18.1	17.9	18.05	1356.931	2016/12/5
2016/12/06	18.1	18.2	18	18.05	1304.13	2016/12/6
2016/12/07	18.1	18.2	18.05	18.05	1502	2016/12/7
2016/12/08	18.2	18.4	18.15	18.4	3096.044	2016/12/8
2016/12/09	18.4	18.5	18.3	18.35	1861.413	2016/12/9
2016/12/12	18.45	18.5	18.35	18.4	1779.233	2016/12/12
2016/12/13	18.45	18.75	18.45	18.7	2537.377	2016/12/13
2016/12/14	18.7	18.75	18.65	18.65	1559.557	2016/12/14
2016/12/15	18.65	18.65	18.35	18.35	1754	2016/12/15
2016/12/16	18.35	18.85	18.3	18.85	1460.36	2016/12/16
2016/12/19	18.8	18.8	18.45	18.45	1413.584	2016/12/19
2016/12/20	18.45	18.65	18.45	18.55	1262.904	2016/12/20
2016/12/21	18.55	18.7	18.55	18.6	1235.087	2016/12/21
2016/12/22	18.6	18.7	18.45	18.5	1018.898	2016/12/22
2016/12/23	18.45	18.85	18.4	18.65	1543.736	2016/12/23
2016/12/26	18.65	18.7	18.5	18.6	793.212	2016/12/26
2016/12/27	18.5	18.65	18.5	18.6	686.366	2016/12/27
2016/12/28	18.55	18.7	18.55	18.65	1215.126	2016/12/28
2016/12/29	18.65	18.95	18.65	18.85	2216.59	2016/12/29
2016/12/30	18.85	18.9	18.7	18.8	1075.297	2016/12/30
2017/01/03	18.8	19.25	18.8	19.15	1534.066	2017/1/3
2017/01/04	19.15	19.4	19.15	19.4	2058.953	2017/1/4
2017/01/05	19.35	19.4	19.25	19.25	1602.629	2017/1/5
2017/01/06	19.25	19.25	19.05	19.05	1958.357	2017/1/6
2017/01/09	19.1	19.2	19	19.15	1110.166	2017/1/9
2017/01/10	19.15	19.25	19.05	19.25	683.494	2017/1/10
2017/01/11	19.25	19.35	19.25	19.35	1929.232	2017/1/11
2017/01/12	19.35	19.7	19.35	19.5	2827.775	2017/1/12
2017/01/13	19.5	19.75	19.45	19.65	2275.392	2017/1/13
2017/01/16	19.85	20.35	19.7	19.75	4549.139	2017/1/16
2017/01/17	19.8	20	19.7	20	1557.714	2017/1/17
2017/01/18	20.15	20.45	20.1	20.4	4708.557	2017/1/18
2017/01/19	20.55	21.5	20.55	20.8	7485.809	2017/1/19
2017/01/20	20.9	20.95	20.5	20.6	3214.521	2017/1/20
2017/01/23	20.65	20.9	20.65	20.9	3157.237	2017/1/23
2017/01/24	20.95	21.2	20.95	21	2429.906	2017/1/24
2017/02/02	21.3	21.7	21.2	21.7	4794.64	2017/2/2
2017/02/03	22.1	23.6	22	22.6	14089.63	2017/2/3
2017/02/06	22.75	23.05	22.55	22.8	6582.116	2017/2/6
2017/02/07	22.8	23.3	22.75	23.25	6335.781	2017/2/7
2017/02/08	23.45	23.95	23.4	23.8	9430.972	2017/2/8
2017/02/09	24	24.1	21.75	22.6	13400.479	2017/2/9
2017/02/10	22.9	23.2	22.5	22.85	5573.46	2017/2/10
2017/02/13	22.9	23.25	22.7	23.25	3830.041	2017/2/13
2017/02/14	23.4	24	23.35	23.65	7195.848	2017/2/14
2017/02/15	23.9	24.45	23.9	24.35	9399.644	2017/2/15
2017/02/16	24.35	24.75	24.15	24.3	4603.556	2017/2/16
2017/02/17	24.4	24.45	23.15	23.6	5285.34	2017/2/17
2017/02/18	23.6	23.6	22.7	23.25	2658.849	2017/2/18
2017/02/20	23.3	24.2	23.25	23.3	3902.909	2017/2/20
2017/02/21	23.3	23.7	22.8	23.25	4843.38	2017/2/21
2017/02/22	23.45	23.45	23.05	23.3	1713.648	2017/2/22
2017/02/23	23.3	23.4	23.15	23.4	2846.588	2017/2/23
2017/02/24	23.4	24.45	23.35	24.15	7782.211	2017/2/24
2017/03/01	24.25	24.3	23.85	23.85	4108.715	2017/3/1
2017/03/02	24	24.3	23.8	24.05	5344.37	2017/3/2
2017/03/03	24.1	24.15	24	24.1	3570.501	2017/3/3
2017/03/06	24.2	24.7	24.15	24.6	5671.428	2017/3/6
2017/03/07	24.65	25.6	24.65	25.6	8501.713	2017/3/7
2017/03/08	25.7	26.2	25.7	26.1	8172.137	2017/3/8
2017/03/09	26.15	26.3	25.6	25.85	9152.562	2017/3/9
2017/03/10	25.75	25.8	24.95	25.5	5774.113	2017/3/10
2017/03/13	25.25	26.2	25.25	26.2	5683.438	2017/3/13
2017/03/14	26.2	26.2	25.75	25.75	3440.378	2017/3/14
2017/03/15	25.8	25.9	25.5	25.6	3131.636	2017/3/15
2017/03/16	25.65	26	25.45	26	3891.681	2017/3/16
2017/03/17	26	26.35	25.9	26.25	5524.192	2017/3/17
2017/03/20	26.15	26.2	24.5	24.55	8858.799	2017/3/20
2017/03/21	24.5	24.9	22.65	22.9	12057.165	2017/3/21
2017/03/22	22.95	23.9	22.05	23.45	8797.851	2017/3/22
2017/03/23	23.7	23.75	23.2	23.65	4175.113	2017/3/23
2017/03/24	23.55	23.65	23.3	23.6	4534.348	2017/3/24
2017/03/27	23.55	23.7	23.25	23.35	5314.769	2017/3/27
2017/03/28	23.25	23.3	21.25	21.25	9635	2017/3/28
2017/03/29	21.45	21.75	21.1	21.75	6169.932	2017/3/29
2017/03/30	21.35	21.55	20.5	20.6	6314.196	2017/3/30
2017/03/31	20.5	20.8	20.3	20.4	3378.348	2017/3/31
2017/04/05	20.5	20.7	20.35	20.7	1834.891	2017/4/5
2017/04/06	20.65	20.7	20.4	20.45	1378.473	2017/4/6
2017/04/07	20.5	20.6	20.15	20.3	1480.37	2017/4/7
2017/04/10	20.3	20.3	20.05	20.2	1197.49	2017/4/10
2017/04/11	20.15	20.45	20.1	20.3	1431.56	2017/4/11
2017/04/12	20.3	20.3	19.9	20.25	1333.748	2017/4/12
2017/04/13	20.25	21.05	20.25	20.55	2690.962	2017/4/13
2017/04/14	20.25	20.25	20	20.05	1569.119	2017/4/14
2017/04/17	20.1	20.2	19.95	19.95	870.285	2017/4/17
2017/04/18	20	20.2	19.85	19.9	910.718	2017/4/18
2017/04/19	19.9	19.9	18.7	18.7	3770.965	2017/4/19
2017/04/20	18.75	20.35	18.7	20.35	5173.639	2017/4/20
2017/04/21	20.35	20.4	19.75	19.8	2254.498	2017/4/21
2017/04/24	20	20.1	19.55	19.55	1390.332	2017/4/24
2017/04/25	19.6	19.9	19.5	19.9	762.461	2017/4/25
2017/04/26	20	20.05	19.7	19.8	1007.642	2017/4/26
2017/04/27	19.8	20.1	19.75	19.9	622.612	2017/4/27
2017/04/28	19.8	19.8	19.6	19.65	663.635	2017/4/28
2017/05/02	19.8	19.8	19.5	19.7	547.705	2017/5/2
2017/05/03	19.7	19.75	19.2	19.35	679.199	2017/5/3
2017/05/04	19.35	19.5	19.1	19.5	639.073	2017/5/4
2017/05/05	19.5	19.5	19.2	19.2	297.582	2017/5/5
2017/05/08	19.15	19.35	19.1	19.15	376	2017/5/8
2017/05/09	19.15	19.25	18.8	18.9	762.197	2017/5/9
2017/05/10	18.95	19.25	18.9	19.15	605.432	2017/5/10
2017/05/11	19.25	19.25	18.95	19.2	287.247	2017/5/11
2017/05/12	19.2	19.2	18.95	18.95	302.747	2017/5/12
2017/05/15	19	19	18.85	19	374.784	2017/5/15
2017/05/16	19.05	19.2	18.85	19.2	551.766	2017/5/16
2017/05/17	19.25	19.3	18.85	18.95	772.387	2017/5/17
2017/05/18	18.8	18.95	18.5	18.9	544.565	2017/5/18
2017/05/19	18.85	18.95	18.75	18.9	503.754	2017/5/19
2017/05/22	18.9	19.1	18.8	18.8	648.934	2017/5/22
2017/05/23	19.05	19.05	18.9	18.9	280.289	2017/5/23
2017/05/24	18.8	19.5	18.8	19.3	1030.125	2017/5/24
2017/05/25	19.35	19.4	19.2	19.25	423.383	2017/5/25
2017/05/26	19.2	19.3	19	19.2	511.951	2017/5/26
2017/05/31	19.2	19.85	19.05	19.85	1086.612	2017/5/31
2017/06/01	19.8	19.9	19.6	19.6	1056.878	2017/6/1
2017/06/02	19.6	19.65	19.3	19.45	615.846	2017/6/2
2017/06/03	19.45	19.6	19.35	19.5	311.433	2017/6/3
2017/06/05	19.5	19.5	19.3	19.3	447.543	2017/6/5
2017/06/06	19.3	19.3	19.15	19.15	419.345	2017/6/6
2017/06/07	19.15	19.15	19.05	19.1	440.333	2017/6/7
2017/06/08	19.3	19.3	19.1	19.2	266.779	2017/6/8
2017/06/09	19.3	19.3	19.05	19.2	602.319	2017/6/9
2017/06/12	19.2	19.4	19.1	19.35	568.937	2017/6/12
2017/06/13	19.35	19.5	19.2	19.2	402.253	2017/6/13
2017/06/14	19.25	19.45	18.95	19.05	620.804	2017/6/14
2017/06/15	19	19.1	18.9	19	351.417	2017/6/15
2017/06/16	19.1	19.85	19.05	19.3	1913.609	2017/6/16
2017/06/19	19.3	19.6	19.25	19.6	884.296	2017/6/19
2017/06/20	19.7	19.7	19.2	19.2	543.576	2017/6/20
2017/06/21	19.25	19.55	19.2	19.3	587.92	2017/6/21
2017/06/22	19.35	19.5	19.3	19.4	346.15	2017/6/22
2017/06/23	19.45	19.5	19.35	19.45	280.388	2017/6/23
2017/06/26	19.5	19.8	19.45	19.5	1359.719	2017/6/26
2017/06/27	19.65	19.75	19.5	19.75	859	2017/6/27
2017/06/28	19.7	19.8	19.6	19.75	701.515	2017/6/28
2017/06/29	19.85	20.3	19.85	20.1	1758.581	2017/6/29
2017/06/30	20.1	20.15	19.9	20.15	804.106	2017/6/30
2017/07/03	20.15	20.4	20.05	20.4	1487.349	2017/7/3
2017/07/04	20.45	20.85	20.45	20.8	2944.96	2017/7/4
2017/07/05	20.95	21.2	20.6	20.7	2782.478	2017/7/5
2017/07/06	20.75	20.8	20.6	20.7	924.235	2017/7/6
2017/07/07	20.6	20.65	20.1	20.1	1678.45	2017/7/7
2017/07/10	20.1	20.1	19.9	19.9	633.333	2017/7/10
2017/07/11	20	20	19.75	19.8	518	2017/7/11
2017/07/12	19.85	20.1	19.8	20.05	730.084	2017/7/12
2017/07/13	20.1	20.1	19.8	19.85	724.174	2017/7/13
2017/07/14	19.85	20	19.75	19.8	734.912	2017/7/14
2017/07/17	19.85	19.95	19.8	19.95	611.452	2017/7/17
2017/07/18	19.95	20	19.9	19.9	527.301	2017/7/18
2017/07/19	19.9	19.95	19.65	19.65	1112.908	2017/7/19
2017/07/20	19.7	19.75	19.45	19.55	1334.141	2017/7/20
2017/07/21	19.5	19.55	19.35	19.4	1155.37	2017/7/21
2017/07/24	19.35	19.35	19.1	19.35	1261.368	2017/7/24
2017/07/25	19.3	19.3	19.2	19.3	538.628	2017/7/25
2017/07/26	19.35	19.6	19.3	19.6	1284.139	2017/7/26
2017/07/27	19.7	20.3	19.7	20.1	3447.884	2017/7/27
2017/07/28	20	20.05	19.9	19.95	828.017	2017/7/28
2017/07/31	19.9	20.2	19.8	20.15	1074.022	2017/7/31
2017/08/01	20.3	20.65	20.25	20.45	2565.572	2017/8/1
2017/08/02	20.45	20.5	19.55	20.05	1495.302	2017/8/2
2017/08/03	19.95	20	19.85	20	682.08	2017/8/3
2017/08/04	20	20.55	19.95	20.1	754.293	2017/8/4
2017/08/07	20.3	20.35	20	20	1211.435	2017/8/7
2017/08/08	20	20.15	19.85	19.9	983.192	2017/8/8
2017/08/09	19.95	20.25	19.95	20.05	846.278	2017/8/9
2017/08/10	20.1	20.1	19.7	19.7	1099.631	2017/8/10
2017/08/11	19.6	19.75	19.6	19.7	505.544	2017/8/11
2017/08/14	19.75	19.8	19.45	19.5	719.018	2017/8/14
2017/08/15	19.5	19.65	19.35	19.35	611.338	2017/8/15
2017/08/16	19.4	19.75	19.35	19.75	654.314	2017/8/16
2017/08/17	19.7	19.95	19.7	19.9	786.466	2017/8/17
2017/08/18	19.8	19.95	19.75	19.9	353.826	2017/8/18
2017/08/21	19.8	20.35	19.8	20.25	1757.587	2017/8/21
2017/08/22	20.4	20.75	20.4	20.7	2007.172	2017/8/22
2017/08/23	20.75	20.95	20.5	20.55	2142.707	2017/8/23
2017/08/24	20.6	20.65	20.35	20.4	1346.869	2017/8/24
2017/08/25	20.35	20.5	20.2	20.5	2396.767	2017/8/25
2017/08/28	20.25	20.65	20.2	20.65	2764.465	2017/8/28
2017/08/29	20.7	22.15	20.7	22.1	11193.374	2017/8/29
2017/08/30	22.3	22.8	21.85	22.6	10315.906	2017/8/30
2017/08/31	22.7	22.85	22.2	22.25	4289.811	2017/8/31
2017/09/01	22.3	22.6	22.25	22.3	2857.893	2017/9/1
2017/09/04	22.3	22.45	21.85	21.85	3066.897	2017/9/4
2017/09/05	21.7	22.15	21.7	22.05	2289.969	2017/9/5
2017/09/06	21.95	22.25	21.6	21.75	2108.381	2017/9/6
2017/09/07	21.8	22	21.75	21.9	1495.68	2017/9/7
2017/09/08	21.95	22.3	21.85	22.05	1373.291	2017/9/8
2017/09/11	22	22	21.55	21.6	1542.116	2017/9/11
2017/09/12	21.8	21.9	21.2	21.25	2179.081	2017/9/12
2017/09/13	21.35	21.6	21.25	21.55	1516.312	2017/9/13
2017/09/14	21.55	21.6	21.35	21.5	1187.496	2017/9/14
2017/09/15	21.5	21.85	21.5	21.85	1555.972	2017/9/15
2017/09/18	21.8	21.8	21.4	21.4	1566.895	2017/9/18
2017/09/19	21.35	21.4	20.5	20.6	3046.711	2017/9/19
2017/09/20	20.4	20.6	20	20	2410.038	2017/9/20
2017/09/21	20	20.45	20	20.2	753.658	2017/9/21
2017/09/22	20.2	20.3	19.9	20.1	923.269	2017/9/22
2017/09/25	19.95	20	19.6	19.85	1185.975	2017/9/25
2017/09/26	19.9	20.05	19.85	19.85	754.255	2017/9/26
2017/09/27	19.95	20.4	19.95	20.35	1030.289	2017/9/27
2017/09/28	20.5	20.5	20	20	596.089	2017/9/28
2017/09/29	20	20.1	19.75	20.1	767.772	2017/9/29
2017/09/30	20	20.15	19.85	20.1	409.204	2017/9/30
2017/10/02	20.1	20.25	20	20.15	579.325	2017/10/2
2017/10/03	20.25	20.25	19.95	20.2	566.262	2017/10/3
2017/10/05	20	20.25	20	20.15	395.893	2017/10/5
2017/10/06	20.1	20.15	20	20.1	561.926	2017/10/6
2017/10/11	20.15	20.15	19.75	20.1	1293.865	2017/10/11
2017/10/12	20.1	20.2	19.95	20.2	699.695	2017/10/12
2017/10/13	20.2	20.35	20.1	20.15	666.389	2017/10/13
2017/10/16	20.25	20.5	20.2	20.5	1195.708	2017/10/16
2017/10/17	20.5	20.5	20.2	20.2	409.713	2017/10/17
2017/10/18	20.15	20.25	20	20.05	585.09	2017/10/18
2017/10/19	20.05	20.35	19.95	20.25	847.047	2017/10/19
2017/10/20	20.25	20.45	20.2	20.4	576.857	2017/10/20
2017/10/23	20.5	20.55	20.25	20.3	697.07	2017/10/23
2017/10/24	20.35	20.4	20.15	20.3	1236.302	2017/10/24
2017/10/25	20.25	20.35	20.05	20.15	966.144	2017/10/25
2017/10/26	20.15	20.2	19.95	20.05	1036.787	2017/10/26
2017/10/27	20	20.15	19.95	20	667	2017/10/27
2017/10/30	20	20.1	19.8	20	830.532	2017/10/30
2017/10/31	20	20.05	19.9	19.9	611.104	2017/10/31
2017/11/01	19.9	20.05	19.9	20	635.951	2017/11/1
2017/11/02	20.05	20.75	20.05	20.65	2514.037	2017/11/2
2017/11/03	20.9	21	20.65	20.7	1978.901	2017/11/3
2017/11/06	20.9	20.9	20.5	20.55	961.56	2017/11/6
2017/11/07	20.55	20.9	20.55	20.8	1186.577	2017/11/7
2017/11/08	20.8	20.9	20.75	20.9	826.627	2017/11/8
2017/11/09	20.9	20.95	20.45	20.65	759.463	2017/11/9
2017/11/10	20.65	20.85	20.55	20.85	462.465	2017/11/10
2017/11/13	20.9	20.9	20.6	20.7	497.412	2017/11/13
2017/11/14	20.7	20.75	20.45	20.5	492.402	2017/11/14
2017/11/15	20.5	20.5	19.95	19.95	1388.623	2017/11/15
2017/11/16	19.9	20.35	19.8	20.15	1046.369	2017/11/16
2017/11/17	20.3	20.3	20	20.15	1059.731	2017/11/17
2017/11/20	20.2	20.25	19.95	20.05	409.867	2017/11/20
2017/11/21	20.05	20.3	20	20.3	761.671	2017/11/21
2017/11/22	20.3	20.3	20.05	20.05	485.247	2017/11/22
2017/11/23	20	20.35	20	20.3	490.227	2017/11/23
2017/11/24	20.3	20.35	20.05	20.25	269.778	2017/11/24
2017/11/27	20.3	20.75	20.3	20.7	1266.768	2017/11/27
2017/11/28	20.7	20.75	20.45	20.45	497.479	2017/11/28
2017/11/29	20.45	20.7	20.25	20.3	667.4	2017/11/29
2017/11/30	20.3	20.4	20.1	20.4	397.221	2017/11/30
2017/12/01	20.4	20.4	20.2	20.25	384.732	2017/12/1
2017/12/04	20.2	20.3	20.05	20.1	172.833	2017/12/4
2017/12/05	20.1	20.35	20.05	20.25	643.245	2017/12/5
2017/12/06	20.4	20.4	19.95	20.05	826.725	2017/12/6
2017/12/07	20	20.35	19.9	20.25	1143.064	2017/12/7
2017/12/08	20.3	20.3	20	20.1	778.015	2017/12/8
2017/12/11	20.1	20.2	19.75	20.2	1096.637	2017/12/11
2017/12/12	20.3	20.55	20.2	20.5	1077.436	2017/12/12
2017/12/13	20.5	21.7	20.45	21.55	4480.151	2017/12/13
2017/12/14	21.7	21.95	21.1	21.5	3845.458	2017/12/14
2017/12/15	21.4	21.45	20.4	20.8	3052.942	2017/12/15
2017/12/18	20.85	20.9	20.5	20.65	1152.299	2017/12/18
2017/12/19	20.65	21.2	20.65	21	1538.582	2017/12/19
2017/12/20	21.1	21.4	21.05	21.35	3318.741	2017/12/20
2017/12/21	21.15	21.15	20.4	20.45	2328.267	2017/12/21
2017/12/22	20.45	20.5	19.95	20.15	1652.939	2017/12/22
2017/12/25	20.1	20.1	19.75	19.8	1989.23	2017/12/25
2017/12/26	20	20	19.6	19.65	1296.545	2017/12/26
2017/12/27	19.8	20.1	19.75	19.85	1222	2017/12/27
2017/12/28	19.8	20	19.75	19.85	1145.152	2017/12/28
2017/12/29	19.85	19.95	19.8	19.85	777.711	2017/12/29
2018/01/02	19.9	20.15	19.85	19.95	1165.74	2018/1/2
2018/01/03	19.95	20.4	19.95	20.25	1637.85	2018/1/3
2018/01/04	20.25	20.4	20	20.1	1093	2018/1/4
2018/01/05	20.15	20.3	20.1	20.15	977.757	2018/1/5
2018/01/08	20.35	20.4	20.2	20.2	1413.813	2018/1/8
2018/01/09	20.2	20.3	20.15	20.25	708.754	2018/1/9
2018/01/10	20.25	20.45	20.2	20.35	1012.299	2018/1/10
2018/01/11	20.45	20.5	20.3	20.45	930.683	2018/1/11
2018/01/12	20.5	20.85	20.5	20.7	1484.036	2018/1/12
2018/01/15	20.7	20.8	20.4	20.5	738.145	2018/1/15
2018/01/16	20.6	20.65	20.35	20.45	637	2018/1/16
2018/01/17	20.4	20.65	20.3	20.5	1822.662	2018/1/17
2018/01/18	20.6	20.8	20.5	20.55	866.373	2018/1/18
2018/01/19	20.55	20.55	20.4	20.45	547.782	2018/1/19
2018/01/22	20.45	20.5	20.1	20.45	1461.396	2018/1/22
2018/01/23	20.5	20.6	20.35	20.45	1223.78	2018/1/23
